#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
368,Shakhtar Donetsk,Marlos Romero,,,,,,6.5,6.5,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
369,Atalanta,Andrea Masiello,,,,,,6.45,6.45,Defesa,4.0,8.0,10.0,0.0,,,,,,,,,,
370,Club Brugge KV,Charles De Ketelaere,,,,,,6.43,6.43,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
371,Red Bull Salzburg,Masaya Okugawa,,,,,,6.4,6.4,Defesa,4.0,0.0,2.0,0.0,,,,,,,,,,
372,Lokomotiv Moscow,Bryan Idowu,,,,,,6.33,6.33,Defesa,4.0,4.0,8.0,0.0,,,,,,,,,,
373,RB Leipzig,Marcelo Saracchi,,,,,,6.3,6.3,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
374,Lille,Domagoj Bradarić,,,,,,6.27,6.27,Defesa,4.0,1.0,3.0,0.0,,,,,,,,,,
375,Galatasaray,Yuto Nagatomo,,,,,,6.25,6.25,Defesa,4.0,11.0,14.0,1.0,,,,,,,,,,
376,FK Crvena zvezda,José Alberto Cañas,,,,,,6.24,6.24,Defesa,4.0,4.0,3.0,0.0,,,,,,,,,,
377,Tottenham Hotspur,Harry Kane,,,,,,7.96,7.96,Defesa,3.0,0.0,4.0,0.0,,,,,,,,,,
378,Red Bull Salzburg,Hee-Chan Hwang,,,,,,7.7,7.7,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
379,Real Madrid,Marcelo,,,,,,7.5,7.5,Defesa,3.0,5.0,4.0,0.0,,,,,,,,,,
380,Olympique Lyonnais,Memphis Depay,,,,,,7.28,7.28,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
381,Real Madrid,Sergio Ramos,,,,,,7.2,7.2,Defesa,3.0,10.0,16.0,0.0,,,,,,,,,,
382,Liverpool,Dejan Lovren,,,,,,7.2,7.2,Defesa,3.0,2.0,7.0,1.0,,,,,,,,,,
383,Paris Saint-Germain,Tanguy Nianzou,,,,,,7.2,7.2,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
384,FC Bayern München,Ivan Perišić,,,,,,7.17,7.17,Defesa,3.0,5.0,4.0,0.0,,,,,,,,,,
385,Benfica,Rafa Silva,,,,,,7.1,7.1,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
386,Olympique Lyonnais,Joachim Andersen,,,,,,7.1,7.1,Defesa,3.0,7.0,36.0,0.0,,,,,,,,,,
387,Juventus,Daniele Rugani,,,,,,7.1,7.1,Defesa,3.0,1.0,16.0,0.0,,,,,,,,,,
388,Inter,Antonio Candreva,,,,,,7.08,7.08,Defesa,3.0,4.0,7.0,0.0,,,,,,,,,,
389,Real Madrid,Eden Hazard,,,,,,7.07,7.07,Defesa,3.0,3.0,0.0,0.0,,,,,,,,,,
390,Inter,Borja Valero,,,,,,7.05,7.05,Defesa,3.0,2.0,2.0,0.0,,,,,,,,,,
391,Atlético Madrid,José María Giménez,,,,,,6.98,6.98,Defesa,3.0,1.0,19.0,0.0,,,,,,,,,,
392,Borussia Dortmund,Mario Götze,,,,,,6.97,6.97,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
393,Napoli,Konstantinos Manolas,,,,,,6.95,6.95,Defesa,3.0,7.0,38.0,0.0,,,,,,,,,,
394,Juventus,Mattia De Sciglio,,,,,,6.9,6.9,Defesa,3.0,1.0,8.0,0.0,,,,,,,,,,
395,Napoli,Arkadiusz Milik,,,,,,6.88,6.88,Defesa,3.0,0.0,4.0,0.0,,,,,,,,,,
396,Olympique Lyonnais,Moussa Dembélé,,,,,,6.88,6.88,Defesa,3.0,4.0,8.0,0.0,,,,,,,,,,
397,Zenit St. Petersburg,Branislav Ivanović,,,,,,6.87,6.87,Defesa,3.0,5.0,33.0,0.0,,,,,,,,,,
398,Zenit St. Petersburg,Yury Zhirkov,,,,,,6.85,6.85,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
399,Lokomotiv Moscow,João Mário,,,,,,6.85,6.85,Defesa,3.0,7.0,2.0,0.0,,,,,,,,,,
400,Tottenham Hotspur,Ben Davies,,,,,,6.83,6.83,Defesa,3.0,2.0,6.0,0.0,,,,,,,,,,
401,Zenit St. Petersburg,Sardar Azmoun,,,,,,6.82,6.82,Defesa,3.0,3.0,5.0,0.0,,,,,,,,,,
402,Valencia,Denis Cheryshev,,,,,,6.82,6.82,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
403,Red Bull Salzburg,André Ramalho,,,,,,6.8,6.8,Defesa,3.0,5.0,13.0,0.0,,,,,,,,,,
404,SK Slavia Praha,David Hovorka,,,,,,6.8,6.8,Defesa,3.0,5.0,8.0,0.0,,,,,,,,,,
405,Bayer 04 Leverkusen,Kevin Volland,,,,,,6.78,6.78,Defesa,3.0,2.0,2.0,0.0,,,,,,,,,,
406,Bayer 04 Leverkusen,Karim Bellarabi,,,,,,6.78,6.78,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
407,Olympique Lyonnais,Kenny Tete,,,,,,6.78,6.78,Defesa,3.0,2.0,7.0,0.0,,,,,,,,,,
408,Benfica,Chiquinho,,,,,,6.77,6.77,Defesa,3.0,3.0,1.0,0.0,,,,,,,,,,
409,Club Brugge KV,Odilon Kossounou,,,,,,6.75,6.75,Defesa,3.0,1.0,5.0,0.0,,,,,,,,,,
410,Galatasaray,Sofiane Feghouli,,,,,,6.72,6.72,Defesa,3.0,4.0,0.0,0.0,,,,,,,,,,
411,Lokomotiv Moscow,Anton Miranchuk,,,,,,6.7,6.7,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
412,Olympiacos FC,Miguel Ángel Guerrero,,,,,,6.7,6.7,Defesa,3.0,0.0,4.0,0.0,,,,,,,,,,
413,Liverpool,Divock Origi,,,,,,6.68,6.68,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
414,RB Leipzig,Patrik Schick,,,,,,6.66,6.66,Defesa,3.0,1.0,4.0,0.0,,,,,,,,,,
415,Galatasaray,Radamel Falcao,,,,,,6.63,6.63,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
416,FK Crvena zvezda,Miloš Vulić,,,,,,6.63,6.63,Defesa,3.0,3.0,1.0,0.0,,,,,,,,,,
417,Inter,Kwadwo Asamoah,,,,,,6.6,6.6,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
418,Lokomotiv Moscow,Fedor Smolov,,,,,,6.6,6.6,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
419,Atalanta,Timothy Castagne,,,,,,6.57,6.57,Defesa,3.0,1.0,4.0,0.0,,,,,,,,,,
420,Benfica,Jardel,,,,,,6.55,6.55,Defesa,3.0,3.0,8.0,0.0,,,,,,,,,,
421,Shakhtar Donetsk,Dodô,,,,,,6.53,6.53,Defesa,3.0,1.0,6.0,0.0,,,,,,,,,,
422,Zenit St. Petersburg,Oleg Shatov,,,,,,6.5,6.5,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
423,Valencia,Kang-in Lee,,,,,,6.5,6.5,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
424,KRC Genk,Paul Onuachu,,,,,,6.5,6.5,Defesa,3.0,0.0,3.0,0.0,,,,,,,,,,
425,AFC Ajax,David Neres,,,,,,6.45,6.45,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
426,Chelsea,Andreas Christensen,,,,,,6.45,6.45,Defesa,3.0,3.0,18.0,0.0,,,,,,,,,,
427,Red Bull Salzburg,Majeed Ashimeru,,,,,,6.37,6.37,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
428,Red Bull Salzburg,Antoine Bernede,,,,,,6.3,6.3,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
429,FK Crvena zvezda,Mirko Ivanić,,,,,,6.3,6.3,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
430,Tottenham Hotspur,Jan Vertonghen,,,,,,6.3,6.3,Defesa,3.0,1.0,15.0,0.0,,,,,,,,,,
431,KRC Genk,Casper De Norre,,,,,,6.23,6.23,Defesa,3.0,4.0,9.0,0.0,,,,,,,,,,
432,GNK Dinamo Zagreb,François Moubandje,,,,,,6.1,6.1,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
433,Barcelona,Lionel Messi,,,,,,8.01,8.01,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
434,Barcelona,Luis Suárez,,,,,,7.6,7.6,Defesa,2.0,4.0,4.0,0.0,,,,,,,,,,
435,Juventus,Merih Demiral,,,,,,7.6,7.6,Defesa,2.0,1.0,4.0,0.0,,,,,,,,,,
436,Liverpool,Mohamed Salah,,,,,,7.24,7.24,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
437,Atlético Madrid,Marcos Llorente,,,,,,7.08,7.08,Defesa,2.0,0.0,6.0,0.0,,,,,,,,,,
438,Inter,Romelu Lukaku,,,,,,6.98,6.98,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
439,Olympique Lyonnais,Bertrand Traoré,,,,,,6.96,6.96,Defesa,2.0,1.0,4.0,0.0,,,,,,,,,,
440,Atalanta,Luis Muriel,,,,,,6.92,6.92,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
441,KRC Genk,Mbwana Ally Samatta,,,,,,6.9,6.9,Defesa,2.0,0.0,4.0,0.0,,,,,,,,,,
442,Olympiacos FC,Mathieu Valbuena,,,,,,6.9,6.9,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
443,Benfica,Andreas Samaris,,,,,,6.9,6.9,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
444,Paris Saint-Germain,Eric Maxim Choupo-Moting,,,,,,6.88,6.88,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
445,Lille,Victor Osimhen,,,,,,6.84,6.84,Defesa,2.0,3.0,4.0,0.0,,,,,,,,,,
446,Shakhtar Donetsk,Tetê,,,,,,6.8,6.8,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
447,Inter,Valentino Lazaro,,,,,,6.8,6.8,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
448,Manchester City,Oleksandr Zinchenko,,,,,,6.8,6.8,Defesa,2.0,3.0,2.0,0.0,,,,,,,,,,
449,SK Slavia Praha,Josef Hušbauer,,,,,,6.78,6.78,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
450,KRC Genk,Ianis Hagi,,,,,,6.78,6.78,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
451,Manchester City,Aymeric Laporte,,,,,,6.77,6.77,Defesa,2.0,4.0,5.0,0.0,,,,,,,,,,
452,Atlético Madrid,Thomas Lemar,,,,,,6.76,6.76,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
453,Borussia Dortmund,Giovanni Reyna,,,,,,6.75,6.75,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
454,Valencia,Manu Vallejo,,,,,,6.75,6.75,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
455,GNK Dinamo Zagreb,Luka Ivanušec,,,,,,6.73,6.73,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
456,Club Brugge KV,Percy Tau,,,,,,6.73,6.73,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
457,Shakhtar Donetsk,Manor Solomon,,,,,,6.72,6.72,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
458,Inter,Alexis Sánchez,,,,,,6.7,6.7,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
459,Barcelona,Ansu Fati,,,,,,6.68,6.68,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
460,Chelsea,Antonio Rüdiger,,,,,,6.65,6.65,Defesa,2.0,2.0,7.0,0.0,,,,,,,,,,
461,Paris Saint-Germain,Abdou Diallo,,,,,,6.65,6.65,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
462,Bayer 04 Leverkusen,Lucas Alario,,,,,,6.64,6.64,Defesa,2.0,3.0,1.0,0.0,,,,,,,,,,
463,Juventus,Aaron Ramsey,,,,,,6.6,6.6,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
464,Bayer 04 Leverkusen,Daley Sinkgraven,,,,,,6.6,6.6,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
465,Bayer 04 Leverkusen,Kai Havertz,,,,,,6.6,6.6,Defesa,2.0,1.0,5.0,0.0,,,,,,,,,,
466,Zenit St. Petersburg,Daler Kuzyaev,,,,,,6.58,6.58,Defesa,2.0,6.0,2.0,0.0,,,,,,,,,,
467,Paris Saint-Germain,Edinson Cavani,,,,,,6.57,6.57,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
468,Chelsea,Emerson Palmieri,,,,,,6.57,6.57,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
469,KRC Genk,Dieumerci Ndongala,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
470,Olympique Lyonnais,Rafael,,,,,,6.5,6.5,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
471,Olympique Lyonnais,Rayan Cherki,,,,,,6.5,6.5,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
472,Galatasaray,Ryan Babel,,,,,,6.5,6.5,Defesa,2.0,0.0,4.0,0.0,,,,,,,,,,
473,Bayer 04 Leverkusen,Aleksandar Dragović,,,,,,6.45,6.45,Defesa,2.0,2.0,1.0,0.0,,,,,,,,,,
474,Lille,Renato Sanches,,,,,,6.42,6.42,Defesa,2.0,4.0,1.0,0.0,,,,,,,,,,
475,Real Madrid,Nacho Fernández,,,,,,6.4,6.4,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
476,Olympiacos FC,Vasilīs Torosidīs,,,,,,6.4,6.4,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
477,Club Brugge KV,David Okereke,,,,,,6.4,6.4,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
478,Tottenham Hotspur,Eric Dier,,,,,,6.38,6.38,Defesa,2.0,4.0,8.0,0.0,,,,,,,,,,
479,Olympiacos FC,Lazar Ranđelović,,,,,,6.33,6.33,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
480,SK Slavia Praha,Ibrahim Traoré,,,,,,6.3,6.3,Defesa,2.0,3.0,2.0,0.0,,,,,,,,,,
481,Liverpool,Joël Matip,,,,,,6.2,6.2,Defesa,2.0,1.0,4.0,0.0,,,,,,,,,,
482,Benfica,André Almeida,,,,,,6.2,6.2,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
483,Atalanta,Mattia Caldara,,,,,,6.17,6.17,Defesa,2.0,5.0,11.0,0.0,,,,,,,,,,
484,RB Leipzig,Matheus Cunha,,,,,,6.05,6.05,Defesa,2.0,3.0,0.0,0.0,,,,,,,,,,
485,Valencia,Eliaquim Mangala,,,,,,5.9,5.9,Defesa,2.0,2.0,6.0,0.0,,,,,,,,,,
486,FK Crvena zvezda,Jander,,,,,,5.63,5.63,Defesa,2.0,4.0,4.0,0.0,,,,,,,,,,
487,Atlético Madrid,João Félix,,,,,,7.42,7.42,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
488,Barcelona,Carles Pérez,,,,,,7.4,7.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
489,Juventus,Paulo Dybala,,,,,,7.38,7.38,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
490,SK Slavia Praha,Ondřej Kolář,,,,,,7.35,7.35,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
491,Juventus,Cristiano Ronaldo,,,,,,7.33,7.33,Defesa,1.0,4.0,4.0,0.0,,,,,,,,,,
492,Borussia Dortmund,Jadon Sancho,,,,,,7.31,7.31,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
493,Barcelona,Carles Aleñá,,,,,,7.3,7.3,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
494,Lokomotiv Moscow,Guilherme Marinato,,,,,,7.3,7.3,Defesa,1.0,0.0,5.0,1.0,,,,,,,,,,
495,Club Brugge KV,Matej Mitrović,,,,,,7.2,7.2,Defesa,1.0,0.0,8.0,0.0,,,,,,,,,,
496,Inter,Stefano Sensi,,,,,,7.13,7.13,Defesa,1.0,2.0,1.0,0.0,,,,,,,,,,
497,Paris Saint-Germain,Mauro Icardi,,,,,,7.07,7.07,Defesa,1.0,0.0,5.0,0.0,,,,,,,,,,
498,FC Bayern München,Lucas Hernández,,,,,,7.0,7.0,Defesa,1.0,2.0,2.0,0.0,,,,,,,,,,
499,Tottenham Hotspur,Steven Bergwijn,,,,,,7.0,7.0,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
500,Barcelona,Samuel Umtiti,,,,,,7.0,7.0,Defesa,1.0,5.0,6.0,0.0,,,,,,,,,,
501,RB Leipzig,Tyler Adams,,,,,,6.93,6.93,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
502,Benfica,Haris Seferović,,,,,,6.9,6.9,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
503,Chelsea,Callum Hudson-Odoi,,,,,,6.82,6.82,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
504,Shakhtar Donetsk,Yevhen Konoplyanka,,,,,,6.8,6.8,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
505,Manchester City,Taylor Harwood-Bellis,,,,,,6.8,6.8,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
506,FK Crvena zvezda,Richmond Boakye,,,,,,6.76,6.76,Defesa,1.0,0.0,5.0,0.0,,,,,,,,,,
507,Atlético Madrid,Vitolo,,,,,,6.75,6.75,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
508,Chelsea,Kepa Arrizabalaga,,,,,,6.73,6.73,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
509,Olympiacos FC,Youssef El Arabi,,,,,,6.7,6.7,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
510,Borussia Dortmund,Paco Alcácer,,,,,,6.7,6.7,Defesa,1.0,4.0,2.0,0.0,,,,,,,,,,
511,Barcelona,Jordi Alba,,,,,,6.7,6.7,Defesa,1.0,7.0,6.0,0.0,,,,,,,,,,
512,FK Crvena zvezda,Radovan Pankov,,,,,,6.7,6.7,Defesa,1.0,1.0,2.0,0.0,,,,,,,,,,
513,Club Brugge KV,Thibault Vlietinck,,,,,,6.7,6.7,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
514,Red Bull Salzburg,Patrick Farkas,,,,,,6.7,6.7,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
515,Juventus,Federico Bernardeschi,,,,,,6.68,6.68,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
516,Napoli,Fernando Llorente,,,,,,6.68,6.68,Defesa,1.0,1.0,6.0,0.0,,,,,,,,,,
517,Atlético Madrid,Héctor Herrera,,,,,,6.67,6.67,Defesa,1.0,2.0,3.0,0.0,,,,,,,,,,
518,GNK Dinamo Zagreb,Mario Gavranović,,,,,,6.67,6.67,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
519,Bayer 04 Leverkusen,Moussa Diaby,,,,,,6.65,6.65,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
520,Tottenham Hotspur,Oliver Skipp,,,,,,6.65,6.65,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
521,Atlético Madrid,Šime Vrsaljko,,,,,,6.65,6.65,Defesa,1.0,2.0,5.0,0.0,,,,,,,,,,
522,SK Slavia Praha,Mick van Buren,,,,,,6.65,6.65,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
523,KRC Genk,Joseph Paintsil,,,,,,6.65,6.65,Defesa,1.0,3.0,2.0,0.0,,,,,,,,,,
524,Galatasaray,Emre Mor,,,,,,6.65,6.65,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
525,Shakhtar Donetsk,Marcos Antônio,,,,,,6.63,6.63,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
526,Lille,Jonathan Ikoné,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
527,SK Slavia Praha,Michal Frydrych,,,,,,6.6,6.6,Defesa,1.0,3.0,5.0,0.0,,,,,,,,,,
528,Chelsea,Olivier Giroud,,,,,,6.6,6.6,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
529,Chelsea,Pedro,,,,,,6.6,6.6,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
530,Club Brugge KV,Siebe Schrijvers,,,,,,6.6,6.6,Defesa,1.0,3.0,0.0,0.0,,,,,,,,,,
531,Real Madrid,Luka Jović,,,,,,6.6,6.6,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
532,Club Brugge KV,Loïs Openda,,,,,,6.58,6.58,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
533,Lokomotiv Moscow,Éder,,,,,,6.56,6.56,Defesa,1.0,3.0,7.0,0.0,,,,,,,,,,
534,Valencia,Maximiliano Gómez,,,,,,6.55,6.55,Defesa,1.0,1.0,8.0,0.0,,,,,,,,,,
535,RB Leipzig,Ibrahima Konaté,,,,,,6.55,6.55,Defesa,1.0,2.0,5.0,0.0,,,,,,,,,,
536,Benfica,Carlos Vinícius,,,,,,6.54,6.54,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
537,Bayer 04 Leverkusen,Leon Bailey,,,,,,6.53,6.53,Defesa,1.0,0.0,1.0,1.0,,,,,,,,,,
538,Red Bull Salzburg,Marin Pongračić,,,,,,6.5,6.5,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
539,SK Slavia Praha,Abdulla Yusuf Helal,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
540,Zenit St. Petersburg,Aleksey Sutormin,,,,,,6.5,6.5,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
541,Galatasaray,Florin Andone,,,,,,6.47,6.47,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
542,FK Crvena zvezda,Milan Pavkov,,,,,,6.47,6.47,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
543,Olympique Lyonnais,Karl Toko Ekambi,,,,,,6.45,6.45,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
544,AFC Ajax,Siem de Jong,,,,,,6.45,6.45,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
545,Tottenham Hotspur,Ryan Sessegnon,,,,,,6.43,6.43,Defesa,1.0,3.0,3.0,0.0,,,,,,,,,,
546,Olympique Lyonnais,Jean Lucas,,,,,,6.4,6.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
547,AFC Ajax,Zakaria Labyad,,,,,,6.4,6.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
548,Club Brugge KV,Mbaye Diagne,,,,,,6.4,6.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
549,SK Slavia Praha,Stanislav Tecl,,,,,,6.4,6.4,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
550,Zenit St. Petersburg,Igor Smolnikov,,,,,,6.4,6.4,Defesa,1.0,1.0,4.0,0.0,,,,,,,,,,
551,Red Bull Salzburg,Cican Stanković,,,,,,6.38,6.38,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
552,Real Madrid,James Rodríguez,,,,,,6.3,6.3,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
553,Borussia Dortmund,Emre Can,,,,,,6.3,6.3,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
554,Atlético Madrid,Yannick Carrasco,,,,,,6.0,6.0,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
555,Tottenham Hotspur,Kyle Walker-Peters,,,,,,5.8,5.8,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
556,AFC Ajax,Jürgen Ekkelenkamp,,,,,,0.0,0.0,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
557,Tottenham Hotspur,Malachi Fagan-Walcott,,,,,,0.0,0.0,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
558,Barcelona,Neto,,,,,,8.0,8.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
559,Juventus,Douglas Costa,,,,,,7.6,7.6,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
560,AFC Ajax,André Onana,,,,,,7.47,7.47,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
561,Zenit St. Petersburg,Andrey Lunev,,,,,,7.45,7.45,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
562,Juventus,Gianluigi Buffon,,,,,,7.4,7.4,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
563,Zenit St. Petersburg,Mikhail Kerzhakov,,,,,,7.33,7.33,Defesa,0.0,1.0,4.0,0.0,,,,,,,,,,
564,KRC Genk,Stephen Odey,,,,,,7.3,7.3,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
565,Galatasaray,Fernando Muslera,,,,,,7.28,7.28,Defesa,0.0,1.0,2.0,0.0,,,,,,,,,,
566,Tottenham Hotspur,Paulo Gazzaniga,,,,,,7.28,7.28,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
567,Paris Saint-Germain,Keylor Navas,,,,,,7.26,7.26,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
568,Liverpool,Alisson,,,,,,7.1,7.1,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
569,FC Bayern München,Manuel Neuer,,,,,,7.08,7.08,Defesa,0.0,1.0,3.0,1.0,,,,,,,,,,
570,Napoli,Alex Meret,,,,,,7.07,7.07,Defesa,0.0,1.0,5.0,0.0,,,,,,,,,,
571,RB Leipzig,Péter Gulácsi,,,,,,7.06,7.06,Defesa,0.0,0.0,2.0,1.0,,,,,,,,,,
572,Juventus,Gonzalo Higuaín,,,,,,7.05,7.05,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
573,Borussia Dortmund,Roman Bürki,,,,,,7.04,7.04,Defesa,0.0,0.0,6.0,0.0,,,,,,,,,,
574,Benfica,Raúl de Tomás,,,,,,7.0,7.0,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
575,Barcelona,Marc-André ter Stegen,,,,,,6.99,6.99,Defesa,0.0,1.0,10.0,0.0,,,,,,,,,,
576,Valencia,Kévin Gameiro,,,,,,6.98,6.98,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
577,FC Bayern München,Álvaro Odriozola,,,,,,6.95,6.95,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
578,Benfica,Odysseas Vlachodimos,,,,,,6.95,6.95,Defesa,0.0,2.0,11.0,0.0,,,,,,,,,,
579,FK Crvena zvezda,Milan Borjan,,,,,,6.95,6.95,Defesa,0.0,0.0,10.0,1.0,,,,,,,,,,
580,Atlético Madrid,Jan Oblak,,,,,,6.94,6.94,Defesa,0.0,0.0,9.0,0.0,,,,,,,,,,
581,Real Madrid,Thibaut Courtois,,,,,,6.93,6.93,Defesa,0.0,1.0,8.0,0.0,,,,,,,,,,
582,Galatasaray,Adem Büyük,,,,,,6.9,6.9,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
583,Manchester City,John Stones,,,,,,6.9,6.9,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
