#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
377,Liverpool,Joël Matip,,,,,,6.88,6.88,Defesa,4.0,8.0,11.0,0.0,,,,,,,,,,
378,Olympiacos FC,Björn Engels,,,,,,6.88,6.88,Defesa,4.0,4.0,29.0,0.0,,,,,,,,,,
379,Borussia Dortmund,Maximilian Philipp,,,,,,6.83,6.83,Defesa,4.0,0.0,1.0,0.0,,,,,,,,,,
380,Barcelona,Luis Suárez,,,,,,6.83,6.83,Defesa,4.0,2.0,5.0,0.0,,,,,,,,,,
381,Sevilla,Nolito,,,,,,6.8,6.8,Defesa,4.0,3.0,3.0,0.0,,,,,,,,,,
382,Beşiktaş,Ryan Babel,,,,,,6.79,6.79,Defesa,4.0,7.0,2.0,0.0,,,,,,,,,,
383,Benfica,Rúben Dias,,,,,,6.75,6.75,Defesa,4.0,1.0,12.0,0.0,,,,,,,,,,
384,FC Bayern München,Franck Ribéry,,,,,,6.73,6.73,Defesa,4.0,4.0,2.0,0.0,,,,,,,,,,
385,Sporting,Fábio Coentrão,,,,,,6.73,6.73,Defesa,4.0,6.0,8.0,0.0,,,,,,,,,,
386,Juventus,Medhi Benatia,,,,,,6.73,6.73,Defesa,4.0,21.0,34.0,0.0,,,,,,,,,,
387,Celtic,James Forrest,,,,,,6.72,6.72,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
388,AS Monaco,Terence Kongolo,,,,,,6.7,6.7,Defesa,4.0,1.0,7.0,0.0,,,,,,,,,,
389,Qarabağ,Dino Ndlovu,,,,,,6.68,6.68,Defesa,4.0,2.0,3.0,0.0,,,,,,,,,,
390,CSKA Moscow,Vasily Berezutskiy,,,,,,6.66,6.66,Defesa,4.0,9.0,35.0,1.0,,,,,,,,,,
391,Roma,Cengiz Ünder,,,,,,6.62,6.62,Defesa,4.0,2.0,2.0,0.0,,,,,,,,,,
392,Atlético Madrid,Yannick Carrasco,,,,,,6.62,6.62,Defesa,4.0,3.0,0.0,0.0,,,,,,,,,,
393,Feyenoord,Sam Larsson,,,,,,6.6,6.6,Defesa,4.0,5.0,0.0,0.0,,,,,,,,,,
394,Benfica,Andreas Samaris,,,,,,6.57,6.57,Defesa,4.0,3.0,0.0,0.0,,,,,,,,,,
395,CSKA Moscow,Astemir Gordyushenko,,,,,,6.5,6.5,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
396,RB Leipzig,Bernardo,,,,,,6.25,6.25,Defesa,4.0,0.0,3.0,0.0,,,,,,,,,,
397,Liverpool,Philippe Coutinho,,,,,,8.24,8.24,Defesa,3.0,4.0,2.0,0.0,,,,,,,,,,
398,Manchester City,John Stones,,,,,,7.92,7.92,Defesa,3.0,6.0,23.0,0.0,,,,,,,,,,
399,Sevilla,Wissam Ben Yedder,,,,,,7.48,7.48,Defesa,3.0,2.0,2.0,0.0,,,,,,,,,,
400,Borussia Dortmund,Shinji Kagawa,,,,,,7.2,7.2,Defesa,3.0,3.0,1.0,0.0,,,,,,,,,,
401,Sporting,André Pinto,,,,,,7.15,7.15,Defesa,3.0,2.0,4.0,0.0,,,,,,,,,,
402,Manchester City,Sergio Agüero,,,,,,7.13,7.13,Defesa,3.0,3.0,0.0,0.0,,,,,,,,,,
403,Manchester City,David Silva,,,,,,7.09,7.09,Defesa,3.0,6.0,2.0,0.0,,,,,,,,,,
404,Sporting,Bas Dost,,,,,,7.08,7.08,Defesa,3.0,1.0,3.0,0.0,,,,,,,,,,
405,RSC Anderlecht,Sofiane Hanni,,,,,,7.08,7.08,Defesa,3.0,10.0,3.0,0.0,,,,,,,,,,
406,Basel,Mohamed Elyounoussi,,,,,,7.08,7.08,Defesa,3.0,7.0,5.0,0.0,,,,,,,,,,
407,Celtic,Moussa Dembélé,,,,,,7.0,7.0,Defesa,3.0,1.0,2.0,0.0,,,,,,,,,,
408,Basel,Léo Lacroix,,,,,,7.0,7.0,Defesa,3.0,3.0,18.0,0.0,,,,,,,,,,
409,Manchester United,Marouane Fellaini,,,,,,6.97,6.97,Defesa,3.0,2.0,6.0,0.0,,,,,,,,,,
410,RB Leipzig,Bruma,,,,,,6.96,6.96,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
411,FC Bayern München,Jérôme Boateng,,,,,,6.94,6.94,Defesa,3.0,9.0,22.0,0.0,,,,,,,,,,
412,Shakhtar Donetsk,Alan Patrick,,,,,,6.93,6.93,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
413,Olympiacos FC,Alberto Botía,,,,,,6.93,6.93,Defesa,3.0,5.0,24.0,0.0,,,,,,,,,,
414,Olympiacos FC,Dimitris Nikolaou,,,,,,6.9,6.9,Defesa,3.0,5.0,14.0,0.0,,,,,,,,,,
415,Sevilla,Jesús Navas,,,,,,6.89,6.89,Defesa,3.0,8.0,14.0,0.0,,,,,,,,,,
416,Manchester United,Scott McTominay,,,,,,6.83,6.83,Defesa,3.0,3.0,4.0,0.0,,,,,,,,,,
417,Real Madrid,Theo Hernández,,,,,,6.8,6.8,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
418,Celtic,Cristian Gamboa,,,,,,6.8,6.8,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
419,APOEL Nicosia,Mickaël Poté,,,,,,6.78,6.78,Defesa,3.0,2.0,4.0,0.0,,,,,,,,,,
420,CSKA Moscow,Alan Dzagoev,,,,,,6.78,6.78,Defesa,3.0,1.0,4.0,0.0,,,,,,,,,,
421,Atlético Madrid,Stefan Savić,,,,,,6.77,6.77,Defesa,3.0,6.0,9.0,0.0,,,,,,,,,,
422,FC Spartak Moscow,Lorenzo Melgarejo,,,,,,6.76,6.76,Defesa,3.0,1.0,8.0,0.0,,,,,,,,,,
423,AS Monaco,Guido Carrillo,,,,,,6.75,6.75,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
424,Benfica,Jonas,,,,,,6.72,6.72,Defesa,3.0,0.0,2.0,0.0,,,,,,,,,,
425,Celtic,Leigh Griffiths,,,,,,6.7,6.7,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
426,APOEL Nicosia,Igor De Camargo,,,,,,6.68,6.68,Defesa,3.0,4.0,5.0,0.0,,,,,,,,,,
427,Liverpool,Danny Ings,,,,,,6.67,6.67,Defesa,3.0,1.0,0.0,0.0,,,,,,,,,,
428,Olympiacos FC,Omar Elabdellaoui,,,,,,6.63,6.63,Defesa,3.0,12.0,12.0,0.0,,,,,,,,,,
429,RSC Anderlecht,Łukasz Teodorczyk,,,,,,6.62,6.62,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
430,Sevilla,Luis Muriel,,,,,,6.59,6.59,Defesa,3.0,2.0,0.0,0.0,,,,,,,,,,
431,Roma,Patrik Schick,,,,,,6.53,6.53,Defesa,3.0,0.0,0.0,0.0,,,,,,,,,,
432,AS Monaco,Rachid Ghezzal,,,,,,6.53,6.53,Defesa,3.0,3.0,0.0,0.0,,,,,,,,,,
433,Roma,Grégoire Defrel,,,,,,6.52,6.52,Defesa,3.0,1.0,1.0,0.0,,,,,,,,,,
434,Beşiktaş,Mustafa Pektemek,,,,,,6.5,6.5,Defesa,3.0,2.0,1.0,0.0,,,,,,,,,,
435,Basel,Kevin Bua,,,,,,6.47,6.47,Defesa,3.0,0.0,1.0,0.0,,,,,,,,,,
436,APOEL Nicosia,Ghayas Zahid,,,,,,6.42,6.42,Defesa,3.0,3.0,4.0,0.0,,,,,,,,,,
437,Real Madrid,Achraf Hakimi,,,,,,6.4,6.4,Defesa,3.0,1.0,3.0,0.0,,,,,,,,,,
438,Celtic,Jozo Šimunović,,,,,,6.4,6.4,Defesa,3.0,14.0,22.0,0.0,,,,,,,,,,
439,AS Monaco,Andrea Raggi,,,,,,6.3,6.3,Defesa,3.0,3.0,2.0,0.0,,,,,,,,,,
440,RSC Anderlecht,Olivier Deschacht,,,,,,6.3,6.3,Defesa,3.0,3.0,10.0,1.0,,,,,,,,,,
441,Celtic,Anthony Ralston,,,,,,6.0,6.0,Defesa,3.0,1.0,6.0,0.0,,,,,,,,,,
442,Tottenham Hotspur,Harry Kane,,,,,,7.9,7.9,Defesa,2.0,2.0,8.0,0.0,,,,,,,,,,
443,Chelsea,Eden Hazard,,,,,,7.79,7.79,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
444,Paris Saint-Germain,Kylian Mbappé,,,,,,7.49,7.49,Defesa,2.0,4.0,1.0,0.0,,,,,,,,,,
445,Real Madrid,Gareth Bale,,,,,,7.46,7.46,Defesa,2.0,1.0,4.0,0.0,,,,,,,,,,
446,Tottenham Hotspur,Juan Foyth,,,,,,7.3,7.3,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
447,Beşiktaş,Cenk Tosun,,,,,,7.28,7.28,Defesa,2.0,3.0,7.0,0.0,,,,,,,,,,
448,FC Spartak Moscow,Quincy Promes,,,,,,7.2,7.2,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
449,Roma,Stephan El Shaarawy,,,,,,7.06,7.06,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
450,Manchester City,Vincent Kompany,,,,,,7.05,7.05,Defesa,2.0,3.0,4.0,0.0,,,,,,,,,,
451,Manchester City,Eliaquim Mangala,,,,,,7.05,7.05,Defesa,2.0,5.0,4.0,0.0,,,,,,,,,,
452,FC Bayern München,Sandro Wagner,,,,,,7.03,7.03,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
453,Feyenoord,Nicolai Jørgensen,,,,,,7.03,7.03,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
454,Napoli,Piotr Zieliński,,,,,,6.94,6.94,Defesa,2.0,7.0,2.0,0.0,,,,,,,,,,
455,Sevilla,Sébastien Corchia,,,,,,6.93,6.93,Defesa,2.0,2.0,2.0,0.0,,,,,,,,,,
456,Barcelona,Javier Mascherano,,,,,,6.9,6.9,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
457,Beşiktaş,Matej Mitrović,,,,,,6.9,6.9,Defesa,2.0,4.0,13.0,0.0,,,,,,,,,,
458,RSC Anderlecht,Uroš Spajić,,,,,,6.86,6.86,Defesa,2.0,10.0,25.0,0.0,,,,,,,,,,
459,Chelsea,Davide Zappacosta,,,,,,6.84,6.84,Defesa,2.0,3.0,7.0,0.0,,,,,,,,,,
460,Sporting,Bruno César,,,,,,6.8,6.8,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
461,Feyenoord,Tyrell Malacia,,,,,,6.8,6.8,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
462,APOEL Nicosia,Minas Antoniou,,,,,,6.8,6.8,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
463,Benfica,Gabriel Barbosa,,,,,,6.8,6.8,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
464,CSKA Moscow,Georgi Milanov,,,,,,6.8,6.8,Defesa,2.0,2.0,1.0,0.0,,,,,,,,,,
465,Atlético Madrid,Ángel Correa,,,,,,6.78,6.78,Defesa,2.0,3.0,1.0,0.0,,,,,,,,,,
466,RB Leipzig,Yussuf Poulsen,,,,,,6.78,6.78,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
467,Basel,Ricky van Wolfswinkel,,,,,,6.77,6.77,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
468,Benfica,Franco Cervi,,,,,,6.77,6.77,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
469,Benfica,Raúl Jiménez,,,,,,6.76,6.76,Defesa,2.0,5.0,1.0,0.0,,,,,,,,,,
470,FC Spartak Moscow,Marko Petković,,,,,,6.75,6.75,Defesa,2.0,2.0,2.0,0.0,,,,,,,,,,
471,Real Madrid,Dani Ceballos,,,,,,6.73,6.73,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
472,Borussia Dortmund,Ömer Toprak,,,,,,6.72,6.72,Defesa,2.0,6.0,8.0,0.0,,,,,,,,,,
473,Atlético Madrid,Fernando Torres,,,,,,6.7,6.7,Defesa,2.0,1.0,1.0,0.0,,,,,,,,,,
474,RSC Anderlecht,Ivan Obradović,,,,,,6.7,6.7,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
475,Olympiacos FC,Kostas Fortounis,,,,,,6.67,6.67,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
476,AS Monaco,Thomas Lemar,,,,,,6.67,6.67,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
477,Juventus,Kwadwo Asamoah,,,,,,6.65,6.65,Defesa,2.0,2.0,3.0,0.0,,,,,,,,,,
478,Tottenham Hotspur,Erik Lamela,,,,,,6.6,6.6,Defesa,2.0,2.0,1.0,0.0,,,,,,,,,,
479,Atlético Madrid,Luciano Vietto,,,,,,6.6,6.6,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
480,Paris Saint-Germain,Presnel Kimpembe,,,,,,6.6,6.6,Defesa,2.0,1.0,7.0,0.0,,,,,,,,,,
481,Napoli,Adam Ounas,,,,,,6.57,6.57,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
482,RSC Anderlecht,Nicolae Stanciu,,,,,,6.57,6.57,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
483,Liverpool,Adam Lallana,,,,,,6.55,6.55,Defesa,2.0,1.0,0.0,0.0,,,,,,,,,,
484,Manchester City,Phil Foden,,,,,,6.53,6.53,Defesa,2.0,0.0,1.0,0.0,,,,,,,,,,
485,NK Maribor,Valon Ahmedi,,,,,,6.53,6.53,Defesa,2.0,0.0,2.0,0.0,,,,,,,,,,
486,Borussia Dortmund,Łukasz Piszczek,,,,,,6.5,6.5,Defesa,2.0,5.0,7.0,0.0,,,,,,,,,,
487,FC Porto,Gonçalo Paciência,,,,,,6.5,6.5,Defesa,2.0,0.0,0.0,0.0,,,,,,,,,,
488,Feyenoord,Michiel Kramer,,,,,,6.5,6.5,Defesa,2.0,2.0,1.0,0.0,,,,,,,,,,
489,RSC Anderlecht,Josué Sá,,,,,,6.4,6.4,Defesa,2.0,1.0,3.0,1.0,,,,,,,,,,
490,Napoli,Marko Rog,,,,,,6.4,6.4,Defesa,2.0,2.0,0.0,0.0,,,,,,,,,,
491,CSKA Moscow,Kirill Nababkin,,,,,,6.35,6.35,Defesa,2.0,1.0,5.0,0.0,,,,,,,,,,
492,Celtic,Scott Sinclair,,,,,,6.34,6.34,Defesa,2.0,1.0,2.0,0.0,,,,,,,,,,
493,NK Maribor,Martin Kramarič,,,,,,6.33,6.33,Defesa,2.0,4.0,0.0,0.0,,,,,,,,,,
494,Qarabağ,Rəşhad Sadiqov,,,,,,6.18,6.18,Defesa,2.0,6.0,16.0,0.0,,,,,,,,,,
495,Feyenoord,Miquel Nelom,,,,,,5.9,5.9,Defesa,2.0,1.0,3.0,0.0,,,,,,,,,,
496,Beşiktaş,Orkan Çınar,,,,,,7.7,7.7,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
497,Napoli,Lorenzo Insigne,,,,,,7.46,7.46,Defesa,1.0,7.0,0.0,0.0,,,,,,,,,,
498,FC Porto,Vincent Aboubakar,,,,,,7.4,7.4,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
499,Sevilla,Ganso,,,,,,7.3,7.3,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
500,Paris Saint-Germain,Edinson Cavani,,,,,,7.29,7.29,Defesa,1.0,5.0,5.0,0.0,,,,,,,,,,
501,FC Porto,Diogo Dalot,,,,,,7.2,7.2,Defesa,1.0,2.0,5.0,0.0,,,,,,,,,,
502,Manchester United,Marcos Rojo,,,,,,7.2,7.2,Defesa,1.0,3.0,3.0,0.0,,,,,,,,,,
503,Beşiktaş,Vágner Love,,,,,,7.15,7.15,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
504,Manchester United,Anthony Martial,,,,,,7.13,7.13,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
505,FC Bayern München,Marco Friedl,,,,,,7.1,7.1,Defesa,1.0,3.0,4.0,0.0,,,,,,,,,,
506,Borussia Dortmund,Pierre-Emerick Aubameyang,,,,,,7.05,7.05,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
507,Borussia Dortmund,Raphaël Guerreiro,,,,,,7.03,7.03,Defesa,1.0,4.0,2.0,0.0,,,,,,,,,,
508,Roma,Alisson,,,,,,7.03,7.03,Defesa,1.0,1.0,8.0,0.0,,,,,,,,,,
509,Manchester United,Axel Tuanzebe,,,,,,7.0,7.0,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
510,Napoli,Vlad Chiricheş,,,,,,7.0,7.0,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
511,Olympiacos FC,Felipe Pardo,,,,,,6.95,6.95,Defesa,1.0,3.0,3.0,0.0,,,,,,,,,,
512,Shakhtar Donetsk,Andriy Pyatov,,,,,,6.94,6.94,Defesa,1.0,1.0,6.0,1.0,,,,,,,,,,
513,Paris Saint-Germain,Ángel Di María,,,,,,6.92,6.92,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
514,Real Madrid,Borja Mayoral,,,,,,6.9,6.9,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
515,Barcelona,Paco Alcácer,,,,,,6.9,6.9,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
516,Atlético Madrid,Šime Vrsaljko,,,,,,6.9,6.9,Defesa,1.0,2.0,3.0,0.0,,,,,,,,,,
517,Paris Saint-Germain,Javier Pastore,,,,,,6.87,6.87,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
518,APOEL Nicosia,Nauzet Pérez,,,,,,6.87,6.87,Defesa,1.0,1.0,7.0,0.0,,,,,,,,,,
519,Juventus,Daniele Rugani,,,,,,6.8,6.8,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
520,Borussia Dortmund,Dan-Axel Zagadou,,,,,,6.8,6.8,Defesa,1.0,1.0,4.0,0.0,,,,,,,,,,
521,Beşiktaş,Jeremain Lens,,,,,,6.8,6.8,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
522,NK Maribor,Dare Vršič,,,,,,6.8,6.8,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
523,Tottenham Hotspur,Fernando Llorente,,,,,,6.76,6.76,Defesa,1.0,0.0,5.0,0.0,,,,,,,,,,
524,FC Spartak Moscow,Roman Zobnin,,,,,,6.75,6.75,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
525,Barcelona,Ousmane Dembélé,,,,,,6.73,6.73,Defesa,1.0,2.0,1.0,0.0,,,,,,,,,,
526,Atlético Madrid,Lucas Hernández,,,,,,6.73,6.73,Defesa,1.0,7.0,8.0,0.0,,,,,,,,,,
527,Liverpool,Nathaniel Clyne,,,,,,6.7,6.7,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
528,RSC Anderlecht,Matz Sels,,,,,,6.67,6.67,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
529,Qarabağ,Tarik Elyounoussi,,,,,,6.67,6.67,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
530,RSC Anderlecht,Massimo Bruno,,,,,,6.67,6.67,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
531,Barcelona,Denis Suárez,,,,,,6.63,6.63,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
532,Juventus,Claudio Marchisio,,,,,,6.6,6.6,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
533,RSC Anderlecht,Andy Najar,,,,,,6.6,6.6,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
534,Napoli,Mário Rui,,,,,,6.6,6.6,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
535,FC Porto,Majeed Waris,,,,,,6.6,6.6,Defesa,1.0,2.0,0.0,0.0,,,,,,,,,,
536,CSKA Moscow,Timur Zhamaletdinov,,,,,,6.58,6.58,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
537,Chelsea,Danny Drinkwater,,,,,,6.57,6.57,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
538,Qarabağ,Ramil Sheydaev,,,,,,6.55,6.55,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
539,Basel,Fabian Frei,,,,,,6.55,6.55,Defesa,1.0,8.0,8.0,0.0,,,,,,,,,,
540,APOEL Nicosia,Nektarios Alexandrou,,,,,,6.55,6.55,Defesa,1.0,1.0,2.0,0.0,,,,,,,,,,
541,Sevilla,Sandro Ramírez,,,,,,6.53,6.53,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
542,Liverpool,Ragnar Klavan,,,,,,6.53,6.53,Defesa,1.0,4.0,18.0,0.0,,,,,,,,,,
543,Liverpool,Dominic Solanke,,,,,,6.5,6.5,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
544,FC Spartak Moscow,Aleksandr Selikhov,,,,,,6.5,6.5,Defesa,1.0,0.0,4.0,0.0,,,,,,,,,,
545,Shakhtar Donetsk,Dentinho,,,,,,6.48,6.48,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
546,Benfica,Eliseu,,,,,,6.47,6.47,Defesa,1.0,4.0,2.0,0.0,,,,,,,,,,
547,Feyenoord,Bilal Başaçıkoğlu,,,,,,6.45,6.45,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
548,Chelsea,Álvaro Morata,,,,,,6.44,6.44,Defesa,1.0,1.0,6.0,0.0,,,,,,,,,,
549,RSC Anderlecht,Henry Onyekuru,,,,,,6.43,6.43,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
550,FC Bayern München,Juan Bernat,,,,,,6.4,6.4,Defesa,1.0,0.0,2.0,0.0,,,,,,,,,,
551,FC Porto,Bruno Costa,,,,,,6.4,6.4,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
552,Sevilla,Johannes Geis,,,,,,6.4,6.4,Defesa,1.0,0.0,3.0,0.0,,,,,,,,,,
553,Olympiacos FC,Marko Marin,,,,,,6.4,6.4,Defesa,1.0,1.0,0.0,0.0,,,,,,,,,,
554,APOEL Nicosia,Roland Sallai,,,,,,6.4,6.4,Defesa,1.0,2.0,4.0,0.0,,,,,,,,,,
555,Basel,Albian Ajeti,,,,,,6.37,6.37,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
556,Manchester City,Oleksandr Zinchenko,,,,,,6.3,6.3,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
557,Sporting,Alan Ruiz,,,,,,6.3,6.3,Defesa,1.0,0.0,0.0,0.0,,,,,,,,,,
558,NK Maribor,Aleksander Rajčević,,,,,,6.3,6.3,Defesa,1.0,7.0,21.0,0.0,,,,,,,,,,
559,NK Maribor,Dino Hotić,,,,,,6.08,6.08,Defesa,1.0,1.0,1.0,0.0,,,,,,,,,,
560,Olympiacos FC,Athanasios Androutsos,,,,,,6.0,6.0,Defesa,1.0,0.0,1.0,0.0,,,,,,,,,,
561,Beşiktaş,Tolga Zengin,,,,,,7.55,7.55,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
562,Juventus,Wojciech Szczęsny,,,,,,7.5,7.5,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
563,Sevilla,David Soria,,,,,,7.45,7.45,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
564,Manchester United,Luke Shaw,,,,,,7.4,7.4,Defesa,0.0,2.0,5.0,0.0,,,,,,,,,,
565,Barcelona,Thomas Vermaelen,,,,,,7.4,7.4,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
566,Manchester United,David De Gea,,,,,,7.33,7.33,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
567,Barcelona,Jasper Cillessen,,,,,,7.3,7.3,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
568,Qarabağ,Ibrahim Šehić,,,,,,7.27,7.27,Defesa,0.0,1.0,11.0,0.0,,,,,,,,,,
569,Manchester City,Brahim Díaz,,,,,,7.25,7.25,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
570,Benfica,João Carvalho,,,,,,7.2,7.2,Defesa,0.0,4.0,0.0,0.0,,,,,,,,,,
571,Olympiacos FC,Silvio Proto,,,,,,7.14,7.14,Defesa,0.0,2.0,5.0,0.0,,,,,,,,,,
572,Tottenham Hotspur,Hugo Lloris,,,,,,7.11,7.11,Defesa,0.0,0.0,4.0,0.0,,,,,,,,,,
573,Paris Saint-Germain,Alphonse Aréola,,,,,,7.11,7.11,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
574,AS Monaco,Stevan Jovetić,,,,,,7.1,7.1,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
575,Shakhtar Donetsk,Darijo Srna,,,,,,7.1,7.1,Defesa,0.0,2.0,3.0,0.0,,,,,,,,,,
576,FC Porto,Iker Casillas,,,,,,7.03,7.03,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
577,Napoli,Arkadiusz Milik,,,,,,7.0,7.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
578,FC Bayern München,Manuel Neuer,,,,,,7.0,7.0,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
579,Feyenoord,Kenneth Vermeer,,,,,,7.0,7.0,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
580,FC Spartak Moscow,Artem Rebrov,,,,,,7.0,7.0,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
581,FC Spartak Moscow,Zé Luís,,,,,,6.97,6.97,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
582,FC Bayern München,Sven Ulreich,,,,,,6.95,6.95,Defesa,0.0,0.0,7.0,1.0,,,,,,,,,,
583,Sporting,Seydou Doumbia,,,,,,6.93,6.93,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
584,Benfica,Haris Seferović,,,,,,6.93,6.93,Defesa,0.0,1.0,1.0,0.0,,,,,,,,,,
585,Barcelona,Marc-André ter Stegen,,,,,,6.92,6.92,Defesa,0.0,0.0,3.0,0.0,,,,,,,,,,
586,Chelsea,Michy Batshuayi,,,,,,6.9,6.9,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
587,Tottenham Hotspur,Georges-Kévin N'Koudou,,,,,,6.9,6.9,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
588,Tottenham Hotspur,Michel Vorm,,,,,,6.9,6.9,Defesa,0.0,0.0,0.0,0.0,,,,,,,,,,
589,Atlético Madrid,Jan Oblak,,,,,,6.9,6.9,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
590,CSKA Moscow,Igor Akinfeev,,,,,,6.9,6.9,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
591,Real Madrid,Keylor Navas,,,,,,6.87,6.87,Defesa,0.0,2.0,8.0,2.0,,,,,,,,,,
592,Manchester City,Ederson,,,,,,6.86,6.86,Defesa,0.0,1.0,6.0,0.0,,,,,,,,,,
593,Manchester United,Sergio Romero,,,,,,6.85,6.85,Defesa,0.0,0.0,1.0,0.0,,,,,,,,,,
594,Real Madrid,Kiko Casilla,,,,,,6.85,6.85,Defesa,0.0,0.0,2.0,0.0,,,,,,,,,,
595,Barcelona,Gerard Deulofeu,,,,,,6.83,6.83,Defesa,0.0,2.0,0.0,0.0,,,,,,,,,,
596,Beşiktaş,Fabri,,,,,,6.83,6.83,Defesa,0.0,0.0,8.0,0.0,,,,,,,,,,
